id,origin,destination,arrival,board,alight,route,bus
B2-1,B2,B3,0.9611697230498703,3.752360655554262,,B,B-Bus-1
B2-2,B2,B3,1.5399405750169084,3.8023606555542617,,B,B-Bus-1
B2-3,B2,B3,2.896818918801503,3.8523606555542615,,B,B-Bus-1
A2-1,A2,A3,0.2852522130932087,5.280941299411567,,A,A-Bus-1
B1-1,B1,B2,2.2435967139174435,6.0,,B,B-Bus-2
B1-2,B1,B3,4.675593306081525,6.05,,B,B-Bus-2
A1-1,A1,A2,0.051743850475430696,7.5,,A,A-Bus-2
A1-2,A1,A2,4.426366130990951,7.55,,A,A-Bus-2
A1-3,A1,A3,5.321074584414442,7.6,,A,A-Bus-2
B2-4,B2,B3,5.624473340366054,11.450978236340216,,B,B-Bus-2
B2-5,B2,B3,11.226364067894014,11.500978236340217,,B,B-Bus-2
B1-3,B1,B2,8.742012350671287,11.754242557135886,,B,B-Bus-1
B1-4,B1,B3,9.479920756919032,11.804242557135886,,B,B-Bus-1
A3-1,A3,A3,3.953194740213624,11.854169214525232,,A,A-Bus-1
B1-5,B1,B2,10.54753199430523,11.854242557135887,,B,B-Bus-1
A3-2,A3,A3,6.480611602286679,11.904169214525233,,A,A-Bus-1
A3-3,A3,A3,9.886296070503361,11.954169214525233,,A,A-Bus-1
A3-4,A3,A3,11.243442461042696,12.004169214525234,,A,A-Bus-1
A2-2,A2,A3,14.285334304668387,14.41531806172938,,A,A-Bus-2
B3-1,B3,B3,12.84547735854021,15.747205661948941,,B,B-Bus-2
A1-4,A1,A3,7.652920589111231,17.202399522827626,,A,A-Bus-1
A1-5,A1,A3,11.956745664004519,17.252399522827627,,A,A-Bus-1
B2-6,B2,B3,13.463746212396432,17.36506075632227,,B,B-Bus-1
B1-6,B1,B2,14.601497987030017,19.580421622944726,,B,B-Bus-2
B1-7,B1,B2,18.053172089021302,19.630421622944727,,B,B-Bus-2
B1-8,B1,B2,18.514987899897505,19.680421622944728,,B,B-Bus-2
A3-5,A3,A3,20.825429996416695,22.35545391370552,,A,A-Bus-2
A2-3,A2,A3,15.361217125087485,23.949404711983636,,A,A-Bus-1
A2-4,A2,A3,23.66486567950053,23.999404711983637,,A,A-Bus-1
B1-9,B1,B3,20.62446575874064,26.10012707336451,,B,B-Bus-1
B1-10,B1,B3,21.05531257437753,26.150127073364512,,B,B-Bus-1
B1-11,B1,B3,24.373244497112154,26.200127073364513,,B,B-Bus-1
B1-12,B1,B3,25.46827732278702,26.250127073364514,,B,B-Bus-1
B1-13,B1,B2,25.560633353615707,26.300127073364514,,B,B-Bus-1
B1-14,B1,B3,26.001357374015335,26.350127073364515,,B,B-Bus-1
B3-2,B3,B3,25.3230249686219,26.923670499304976,,B,B-Bus-2
A3-6,A3,A3,24.512309240805767,29.41784728658314,,A,A-Bus-1
A3-7,A3,A3,26.671975895544364,29.46784728658314,,A,A-Bus-1
B2-7,B2,B3,25.10473753570902,30.73173513059435,,B,B-Bus-1
B2-8,B2,B3,26.014212120365794,30.78173513059435,,B,B-Bus-1
B2-9,B2,B3,26.461277727559665,30.83173513059435,,B,B-Bus-1
B2-10,B2,B3,28.367434149688364,30.88173513059435,,B,B-Bus-1
B2-11,B2,B3,28.54280681980684,30.93173513059435,,B,B-Bus-1
B2-12,B2,B3,30.0201223401805,30.981735130594352,,B,B-Bus-1
B2-13,B2,B3,30.077420579400147,31.031735130594353,,B,B-Bus-1
B2-14,B2,B3,30.267848995281458,31.081735130594353,,B,B-Bus-1
B1-15,B1,B3,27.39040344027108,32.236579302699454,,B,B-Bus-2
B1-16,B1,B2,27.63024884474522,32.28657930269945,,B,B-Bus-2
B1-17,B1,B3,31.85063982939252,32.33657930269945,,B,B-Bus-2
A2-5,A2,A3,33.75993190175003,35.52983708904697,,A,A-Bus-2
A1-6,A1,A2,33.05484845830688,36.07229494014622,,A,A-Bus-1
A1-7,A1,A2,35.33405015214685,36.12229494014622,,A,A-Bus-1
B2-15,B2,B3,32.87590180216735,36.87605455841287,,B,B-Bus-2
B2-16,B2,B3,35.11315817824595,36.926054558412865,,B,B-Bus-2
B1-18,B1,B2,35.550756771367475,41.54935805997929,,B,B-Bus-1
B1-19,B1,B3,36.898457450216526,41.59935805997929,,B,B-Bus-1
B1-20,B1,B3,39.43000888950358,41.649358059979285,,B,B-Bus-1
A3-8,A3,A3,32.48760256538842,42.40983402903814,,A,A-Bus-2
A3-9,A3,A3,38.656891599156815,42.459834029038134,,A,A-Bus-2
A3-10,A3,A3,41.0434270480132,42.50983402903813,,A,A-Bus-2
B3-3,B3,B3,39.92922033864947,43.218045298081435,,B,B-Bus-2
B3-4,B3,B3,40.61442707875587,43.26804529808143,,B,B-Bus-2
B3-5,B3,B3,42.92686860395373,43.31804529808143,,B,B-Bus-2
A2-6,A2,A3,39.824247478702574,43.71954297849581,,A,A-Bus-1
A2-7,A2,A3,41.179534208811006,43.76954297849581,,A,A-Bus-1
B2-17,B2,B3,39.10825161572986,45.86843031736933,,B,B-Bus-1
B2-18,B2,B3,40.55424928133333,45.91843031736933,,B,B-Bus-1
B2-19,B2,B3,42.98720215926942,45.968430317369325,,B,B-Bus-1
B2-20,B2,B3,44.556195155465886,46.01843031736932,,B,B-Bus-1
B3-6,B3,B3,46.647251850277144,48.29762700021775,,B,B-Bus-1
B3-7,B3,B3,46.83286729681541,48.34762700021775,,B,B-Bus-1
A1-8,A1,A3,37.17370679731969,49.237495744660464,,A,A-Bus-2
A1-9,A1,A3,38.10387595410547,49.28749574466046,,A,A-Bus-2
A1-10,A1,A3,39.42049283615218,49.33749574466046,,A,A-Bus-2
A1-11,A1,A2,43.88231450722116,49.387495744660455,,A,A-Bus-2
A1-12,A1,A3,45.59490143040057,49.43749574466045,,A,A-Bus-2
B1-21,B1,B2,42.07866158554423,49.64492639574088,,B,B-Bus-2
B1-22,B1,B3,46.98523666204158,49.69492639574088,,B,B-Bus-2
B1-23,B1,B2,48.45700336115816,49.744926395740876,,B,B-Bus-2
A3-11,A3,A3,42.771144051137064,49.760893245812,,A,A-Bus-1
A3-12,A3,A3,43.20269676930275,49.810893245812,,A,A-Bus-1
A3-13,A3,A3,49.36318153501299,49.860893245811994,,A,A-Bus-1
B1-24,B1,B3,50.04036385254905,52.69595824663033,,B,B-Bus-1
B1-25,B1,B3,50.47103273787994,52.74595824663033,,B,B-Bus-1
B2-21,B2,B3,49.46285416131952,54.88545570708218,,B,B-Bus-2
B2-22,B2,B3,49.509650190305784,54.93545570708218,,B,B-Bus-2
B2-23,B2,B3,50.21159807864371,54.985455707082174,,B,B-Bus-2
B2-24,B2,B3,51.884123103517354,55.03545570708217,,B,B-Bus-2
B2-25,B2,B3,53.20207004765682,55.08545570708217,,B,B-Bus-2
A1-13,A1,A2,51.34459528920277,56.26195079982728,,A,A-Bus-1
A1-14,A1,A3,53.12591932076471,56.31195079982728,,A,A-Bus-1
A1-15,A1,A2,53.97083714159266,56.36195079982728,,A,A-Bus-1
A2-8,A2,A3,50.39867861921546,56.666709514748234,,A,A-Bus-2
A2-9,A2,A3,51.4125187401998,56.71670951474823,,A,A-Bus-2
A2-10,A2,A3,51.595660844235326,56.76670951474823,,A,A-Bus-2
A2-11,A2,A3,55.69151174514393,56.816709514748226,,A,A-Bus-2
B3-8,B3,B3,52.815640058527386,59.47618354788662,,B,B-Bus-2
B3-9,B3,B3,54.77553965181031,59.52618354788662,,B,B-Bus-2
B3-10,B3,B3,60.86424294887425,61.75752604744452,,B,B-Bus-1
B1-26,B1,B2,54.136735729375914,62.884229856783016,,B,B-Bus-2
B1-27,B1,B2,59.72239729169187,62.93422985678301,,B,B-Bus-2
A3-14,A3,A3,52.62153283459783,62.98232670022362,,A,A-Bus-2
A3-15,A3,A3,54.56662296217675,63.032326700223614,,A,A-Bus-2
A3-16,A3,A3,54.67211040796916,63.08232670022361,,A,A-Bus-2
A3-17,A3,A3,58.28507020298271,63.13232670022361,,A,A-Bus-2
A3-18,A3,A3,62.40862317001589,63.182326700223605,,A,A-Bus-2
B1-28,B1,B2,63.08915913514592,67.73875328267246,,B,B-Bus-1
A3-19,A3,A3,66.82354715630304,67.75931239318355,,A,A-Bus-1
B1-29,B1,B2,65.87964451213374,67.78875328267246,,B,B-Bus-1
A1-16,A1,A2,57.72376221743543,69.25774118085384,,A,A-Bus-2
A1-17,A1,A2,63.28171953961202,69.30774118085384,,A,A-Bus-2
B2-26,B2,B3,60.54610485209571,69.93177991614185,,B,B-Bus-2
B2-27,B2,B3,63.449160487052744,69.98177991614185,,B,B-Bus-2
B2-28,B2,B3,65.10534435502592,70.03177991614184,,B,B-Bus-2
B2-29,B2,B3,66.27332077786681,70.08177991614184,,B,B-Bus-2
B2-30,B2,B3,67.2112648572175,70.13177991614184,,B,B-Bus-2
B2-31,B2,B3,68.70345983024255,70.18177991614183,,B,B-Bus-2
B2-32,B2,B3,71.52055345233438,73.61106994955813,,B,B-Bus-1
B2-33,B2,B3,72.44423638484272,73.66106994955813,,B,B-Bus-1
A1-18,A1,A2,72.50599265820581,73.79305360221213,,A,A-Bus-1
A2-12,A2,A3,62.798798345872214,74.89501702044798,,A,A-Bus-2
A2-13,A2,A3,66.99495294710199,74.94501702044798,,A,A-Bus-2
A2-14,A2,A3,67.12857454189103,74.99501702044797,,A,A-Bus-2
B3-11,B3,B3,61.829019992302094,76.16947819398489,,B,B-Bus-2
B3-12,B3,B3,62.15025516036476,76.21947819398488,,B,B-Bus-2
B3-13,B3,B3,62.70388516762371,76.26947819398488,,B,B-Bus-2
B3-14,B3,B3,65.08732742381672,76.31947819398488,,B,B-Bus-2
B3-15,B3,B3,67.34104476307652,76.36947819398488,,B,B-Bus-2
B3-16,B3,B3,68.95376030571612,76.41947819398487,,B,B-Bus-2
B3-17,B3,B3,70.92167296344769,76.46947819398487,,B,B-Bus-2
A3-20,A3,A3,74.2154332169452,79.56334696360825,,A,A-Bus-2
A3-21,A3,A3,76.68156677524512,79.61334696360825,,A,A-Bus-2
A3-22,A3,A3,77.32025378229076,79.66334696360825,,A,A-Bus-2
A2-15,A2,A3,75.10084943248827,79.87669952211188,,A,A-Bus-1
B1-30,B1,B2,68.86860957742896,82.86546642809112,,B,B-Bus-2
B1-31,B1,B2,74.65686534537976,82.91546642809112,,B,B-Bus-2
B1-32,B1,B3,77.13799328869106,82.96546642809112,,B,B-Bus-2
B1-33,B1,B2,79.05088814290929,83.01546642809112,,B,B-Bus-2
B1-34,B1,B3,79.15149980152006,83.06546642809111,,B,B-Bus-2
B1-35,B1,B2,80.49353793779318,83.11546642809111,,B,B-Bus-2
B1-36,B1,B2,81.28298294766017,83.16546642809111,,B,B-Bus-2
A1-19,A1,A2,75.68835029558971,84.78407860811114,,A,A-Bus-2
A1-20,A1,A2,79.01085780771844,84.83407860811114,,A,A-Bus-2
A1-21,A1,A3,80.49985823095884,84.88407860811114,,A,A-Bus-2
A1-22,A1,A3,82.24813370213657,84.93407860811114,,A,A-Bus-2
A3-23,A3,A3,81.50639992000058,87.35084622096844,,A,A-Bus-1
B2-34,B2,B3,74.20562842832626,87.89844627289838,,B,B-Bus-2
B2-35,B2,B3,75.73699551690825,87.94844627289838,,B,B-Bus-2
B2-36,B2,B3,76.09888164696797,87.99844627289838,,B,B-Bus-2
B2-37,B2,B3,79.83266015977075,88.04844627289837,,B,B-Bus-2
B2-38,B2,B3,82.56394014639817,88.09844627289837,,B,B-Bus-2
B2-39,B2,B3,84.24366680781966,88.14844627289837,,B,B-Bus-2
A2-16,A2,A3,80.75028585984978,91.25870833626709,,A,A-Bus-2
A2-17,A2,A3,88.41730709693482,91.30870833626709,,A,A-Bus-2
A2-18,A2,A3,89.08643764361248,91.35870833626709,,A,A-Bus-2
A1-23,A1,A3,89.04858633737597,92.10822746586679,,A,A-Bus-1
A1-24,A1,A2,90.89011865164323,92.15822746586679,,A,A-Bus-1
B3-18,B3,B3,77.54145588442337,92.83398890984606,,B,B-Bus-1
B3-19,B3,B3,84.45006242299726,92.88398890984605,,B,B-Bus-1
B3-20,B3,B3,84.99935790732086,92.93398890984605,,B,B-Bus-1
B3-21,B3,B3,86.21803500033874,92.98398890984605,,B,B-Bus-1
B3-22,B3,B3,91.74151025739454,93.03398890984604,,B,B-Bus-1
B1-37,B1,B3,84.8566407455084,96.20771907878004,,B,B-Bus-1
B1-38,B1,B3,86.01493358585522,96.25771907878004,,B,B-Bus-1
B1-39,B1,B2,93.6049697438062,96.30771907878004,,B,B-Bus-1
B1-40,B1,B2,94.71888726314774,96.35771907878004,,B,B-Bus-1
B1-41,B1,B3,96.34757621368976,96.40771907878003,,B,B-Bus-1
A3-24,A3,A3,88.29923271242006,97.72730587873511,,A,A-Bus-2
A3-25,A3,A3,90.32687050992695,97.7773058787351,,A,A-Bus-2
A2-19,A2,A3,96.26237400036798,98.04396496017755,,A,A-Bus-1
A2-20,A2,A3,97.17496897398759,98.09396496017754,,A,A-Bus-1
B2-40,B2,B3,92.35442913993097,100.69619983651258,,B,B-Bus-1
B2-41,B2,B3,97.0697009239287,100.74619983651257,,B,B-Bus-1
B2-42,B2,B3,98.02867087219107,100.79619983651257,,B,B-Bus-1
B2-43,B2,B3,100.20080626735128,100.84619983651257,,B,B-Bus-1
A1-25,A1,A2,94.8488991841038,105.74641073566309,,A,A-Bus-2
A1-26,A1,A3,95.10428206831729,105.79641073566309,,A,A-Bus-2
A1-27,A1,A2,97.4703886669278,105.84641073566308,,A,A-Bus-2
A1-28,A1,A2,97.71475572860913,105.89641073566308,,A,A-Bus-2
B2-44,B2,B3,101.93198321695624,106.15090550448024,,B,B-Bus-2
B2-45,B2,B3,102.35812056492254,106.20090550448023,,B,B-Bus-2
B3-23,B3,B3,94.87847317784625,107.37933084331179,,B,B-Bus-1
B3-24,B3,B3,102.02614743168148,107.42933084331179,,B,B-Bus-1
B3-25,B3,B3,103.96270710153239,107.47933084331179,,B,B-Bus-1
B3-26,B3,B3,104.35579479063242,107.52933084331178,,B,B-Bus-1
B3-27,B3,B3,105.09901521012115,107.57933084331178,,B,B-Bus-1
B3-28,B3,B3,105.80886288369086,107.62933084331178,,B,B-Bus-1
B3-29,B3,B3,105.95167514793268,107.67933084331177,,B,B-Bus-1
B3-30,B3,B3,106.53444519982477,107.72933084331177,,B,B-Bus-1
A1-29,A1,A3,106.62291336537182,108.4905581574341,,A,A-Bus-1
B3-31,B3,B3,109.44925809095312,109.75679616642236,,B,B-Bus-2
A2-21,A2,A3,100.45617630297617,110.20325764465208,,A,A-Bus-2
B1-42,B1,B3,102.68811571979361,112.5416120530597,,B,B-Bus-2
B1-43,B1,B2,105.39808266374544,112.59161205305969,,B,B-Bus-2
B1-44,B1,B2,105.64655216972227,112.64161205305969,,B,B-Bus-2
B1-45,B1,B3,108.2324079995114,112.69161205305969,,B,B-Bus-2
B1-46,B1,B3,109.52381305267673,112.74161205305968,,B,B-Bus-2
B1-47,B1,B3,113.70739415233811,113.87393579548342,,B,B-Bus-1
A3-26,A3,A3,106.44722214867099,116.06523841793494,,A,A-Bus-2
A3-27,A3,A3,106.71870388520584,116.11523841793493,,A,A-Bus-2
A3-28,A3,A3,110.4763044481222,116.16523841793493,,A,A-Bus-2
A3-29,A3,A3,111.86936073793568,116.21523841793493,,A,A-Bus-2
B2-46,B2,B3,115.08183344993411,117.73616916276168,,B,B-Bus-1
B2-47,B2,B3,115.17930997578698,117.78616916276168,,B,B-Bus-1
B2-48,B2,B3,119.2380569487894,119.5014168462658,,B,B-Bus-2
B3-32,B3,B3,112.99594822817518,121.60273568650534,,B,B-Bus-1
B3-33,B3,B3,116.6628975342945,121.65273568650534,,B,B-Bus-1
A1-30,A1,A3,111.59363049613248,122.9825361498026,,A,A-Bus-2
A1-31,A1,A3,112.64909103941748,123.0325361498026,,A,A-Bus-2
A1-32,A1,A3,113.85764230785423,123.08253614980259,,A,A-Bus-2
A1-33,A1,A2,114.40637943650555,123.13253614980259,,A,A-Bus-2
A1-34,A1,A3,114.97688683060156,123.18253614980259,,A,A-Bus-2
A1-35,A1,A2,117.13056572840989,123.23253614980258,,A,A-Bus-2
A1-36,A1,A2,119.12536745631435,123.28253614980258,,A,A-Bus-2
A1-37,A1,A3,119.90657617226479,123.33253614980258,,A,A-Bus-2
A1-38,A1,A3,121.13200189701872,123.38253614980258,,A,A-Bus-2
B1-48,B1,B2,115.24681633895663,126.33637103201823,,B,B-Bus-1
B1-49,B1,B2,116.71003039202014,126.38637103201823,,B,B-Bus-1
B3-34,B3,B3,125.18105103148126,126.39026789093259,,B,B-Bus-2
B1-50,B1,B3,122.18717603225689,126.43637103201823,,B,B-Bus-1
A2-22,A2,A3,114.35137800166818,128.60761466918908,,A,A-Bus-2
A2-23,A2,A3,121.77603294994083,128.6576146691891,,A,A-Bus-2
A2-24,A2,A3,122.49465551932393,128.7076146691891,,A,A-Bus-2
A2-25,A2,A3,124.19910165833417,128.7576146691891,,A,A-Bus-2
B2-49,B2,B3,120.07982011693635,131.09210346249446,,B,B-Bus-1
B2-50,B2,B3,122.7903221728541,131.14210346249448,,B,B-Bus-1
B2-51,B2,B3,125.57608925491695,131.1921034624945,,B,B-Bus-1
B2-52,B2,B3,127.64283388572528,131.2421034624945,,B,B-Bus-1
B2-53,B2,B3,131.03967224221904,131.2921034624945,,B,B-Bus-1
B2-54,B2,B3,131.3349021312557,131.34210346249452,,B,B-Bus-1
B1-51,B1,B2,126.49522712736226,132.1034094111856,,B,B-Bus-2
B1-52,B1,B3,131.4498912121651,132.1534094111856,,B,B-Bus-2
A3-30,A3,A3,133.74449391327693,135.63648304411757,,A,A-Bus-2
A3-31,A3,A3,135.96606811076907,136.8161984766472,,A,A-Bus-1
B3-35,B3,B3,131.50030740444208,137.4213060846965,,B,B-Bus-1
B2-55,B2,B3,131.4194457080156,138.6487576665019,,B,B-Bus-2
B2-56,B2,B3,131.56200643960105,138.6987576665019,,B,B-Bus-2
B2-57,B2,B3,131.7298031059057,138.74875766650192,,B,B-Bus-2
B2-58,B2,B3,135.8873147071198,138.79875766650193,,B,B-Bus-2
B1-53,B1,B3,132.86288480812652,140.92661305635968,,B,B-Bus-1
B1-54,B1,B3,133.02331546518872,140.9766130563597,,B,B-Bus-1
B1-55,B1,B2,133.0815544483445,141.0266130563597,,B,B-Bus-1
B1-56,B1,B3,134.87279335544324,141.07661305635972,,B,B-Bus-1
B1-57,B1,B2,134.98466260017227,141.12661305635973,,B,B-Bus-1
B1-58,B1,B2,137.61246175634898,141.17661305635974,,B,B-Bus-1
B1-59,B1,B2,137.8413495603885,141.22661305635975,,B,B-Bus-1
B1-60,B1,B3,139.6730874192176,141.27661305635976,,B,B-Bus-1
B1-61,B1,B2,140.21232330445486,141.32661305635978,,B,B-Bus-1
A1-39,A1,A2,133.47851605219293,142.825528664657,,A,A-Bus-2
A1-40,A1,A3,136.25094485721084,142.87552866465703,,A,A-Bus-2
A1-41,A1,A2,136.99904565346827,142.92552866465704,,A,A-Bus-2
A1-42,A1,A2,137.94995143059424,142.97552866465705,,A,A-Bus-2
A1-43,A1,A3,143.5212332420211,144.05808301211601,,A,A-Bus-1
A1-44,A1,A2,143.67927115751732,144.10808301211603,,A,A-Bus-1
B2-59,B2,B3,142.353380206066,145.0077145440997,,B,B-Bus-1
B3-36,B3,B3,138.02177263935465,145.58265438187155,,B,B-Bus-2
B3-37,B3,B3,141.46438384402768,145.63265438187156,,B,B-Bus-2
A2-26,A2,A3,134.55670698558623,147.41333007875312,,A,A-Bus-2
A2-27,A2,A3,139.2073254502365,147.46333007875313,,A,A-Bus-2
A2-28,A2,A3,148.5081661122542,149.98678542469943,,A,A-Bus-1
B1-62,B1,B2,141.51965078176522,150.85208863345503,,B,B-Bus-2
B1-63,B1,B2,142.0321249595054,150.90208863345504,,B,B-Bus-2
B1-64,B1,B2,148.65855769867417,150.95208863345505,,B,B-Bus-2
B1-65,B1,B2,150.94657168970843,151.00208863345506,,B,B-Bus-2
B1-66,B1,B3,151.74592964990586,153.64425960476822,,B,B-Bus-1
B1-67,B1,B2,152.3649105861246,153.69425960476823,,B,B-Bus-1
B1-68,B1,B3,152.60020804177222,153.74425960476825,,B,B-Bus-1
B2-60,B2,B3,146.5978058422441,156.8738792897476,,B,B-Bus-2
B2-61,B2,B3,151.79239766639816,156.92387928974762,,B,B-Bus-2
A3-32,A3,A3,152.9940027300123,156.95912175563183,,A,A-Bus-1
B2-62,B2,B3,155.028602701296,156.97387928974763,,B,B-Bus-2
